gene_id	protein_id	ncbi_annotation	uniprot_id	uniprot_reviewed	uniprot_function	ec	ko	kegg_gene	go	diamond_hit	rbh_hit	identity	query_coverage	subject_coverage	evalue	bitscore	reference_gene	reference_function	evidence_sources	evidence_class	conflict_flag
NOT_IN_CURRENT_CARVEME	EHJ92836.1	hypothetical protein KUC_2794	UNMAPPED	UNKNOWN	hypothetical protein KUC_2794	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92837.1	hypothetical protein KUC_2795	UNMAPPED	UNKNOWN	hypothetical protein KUC_2795	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92838.1	hypothetical protein KUC_2796	UNMAPPED	UNKNOWN	hypothetical protein KUC_2796	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92839.1	hypothetical protein KUC_2797	UNMAPPED	UNKNOWN	hypothetical protein KUC_2797	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92840.1	Alpha/beta hydrolase	A0ABX4GBP7	UNKNOWN	Alpha/beta hydrolase	MISSING	MISSING			MBB3330934.1	YES	63.4	95.4	93.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92841.1	Zinc resistance-associated protein	A0A265E1Q8	UNKNOWN	Zinc resistance-associated protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ92842_1	EHJ92842.1	High-affinity choline transporter BetT	A0A265E0V0	UNKNOWN	High-affinity choline transporter BetT	MISSING	MISSING			MBB3329426.1	YES	86.1	99.3	99.4			Csal_0223	choline transporter	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92843_1	EHJ92843.1	C4-dicarboxylic acid transporter DauA	A0A265E162	UNKNOWN	C4-dicarboxylic acid transporter DauA	MISSING	MISSING			MBB3329621.1	YES	69.1	98.1	97.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92844_1	EHJ92844.1	alcohol dehydrogenase (EC 1.1.1.1)	A0A265E247	UNKNOWN	alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	MISSING			MBB3331822.1	YES	36.0	98.2	98.8			Csal_2912	alcohol dehydrogenase AdhP	UNIPROT;EC;HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ92845_1	EHJ92845.1	Aldehyde dehydrogenase	A0A265E0X3	UNKNOWN	Aldehyde dehydrogenase	MISSING	MISSING			MBB3329419.1	YES	89.5	100.0	100.0			Csal_2913	aldehyde dehydrogenase	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92846.1	hypothetical protein KUC_2804	UNMAPPED	UNKNOWN	hypothetical protein KUC_2804	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92847.1	Signal transduction histidine-protein kinase BarA	UNMAPPED	UNKNOWN	Signal transduction histidine-protein kinase BarA	MISSING	MISSING			MBB3329417.1	YES	67.5	93.6	89.4			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92848.1	GfdT protein	A0A265E0R6	UNKNOWN	GfdT protein	MISSING	MISSING			MBB3329416.1	YES	71.7	94.4	96.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92849.1	histidine kinase (EC 2.7.13.3)	A0A265E0S9	UNKNOWN	histidine kinase (EC 2.7.13.3)	2.7.13.3	MISSING			MBB3329415.1	YES	49.7	99.0	97.5			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92850.1	Oxidoreductase	A0ABX4GFX1	UNKNOWN	Oxidoreductase	MISSING	MISSING			MBB3329414.1	YES	53.4	86.4	82.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92851.1	DUF2189 domain-containing protein	A0A265E0X2	UNKNOWN	DUF2189 domain-containing protein	MISSING	MISSING			MBB3329412.1	YES	83.6	97.8	98.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92852.1	Universal stress protein F	UNMAPPED	UNKNOWN	Universal stress protein F	MISSING	MISSING			MBB3329411.1	YES	80.4	68.3	100.0			UNMAPPED	MISSING	HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92853.1	DUF3394 domain-containing protein	A0ABX4GC94	UNKNOWN	Part of the tripartite ATP-independent periplasmic (TRAP) transport system..	MISSING	MISSING			MBB3329410.1	YES	81.3	92.7	99.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92854.1	C4-dicarboxylate ABC transporter substrate-binding protein	A0A265E0T8	UNKNOWN	C4-dicarboxylate ABC transporter substrate-binding protein	MISSING	MISSING			MBB3329409.1	YES	75.3	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92855.1	TRAP transporter large permease protein	A0A265E154	UNKNOWN	Part of the tripartite ATP-independent periplasmic (TRAP) transport system..	MISSING	MISSING			MBB3329406.1	YES	90.8	99.8	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ92856_1	EHJ92856.1	TRAP transporter small permease protein	A0A265E0V3	UNKNOWN	Part of the tripartite ATP-independent periplasmic (TRAP) transport system..	MISSING	MISSING			MBB3329405.1	YES	77.4	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92857.1	C4-dicarboxylate ABC transporter	A0A265E0Q0	UNKNOWN	C4-dicarboxylate ABC transporter	MISSING	MISSING			MBB3329404.1	YES	84.5	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92858_1	EHJ92858.1	EamA family transporter	A0A265E188	UNKNOWN	EamA family transporter	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92859.1	DUF192 domain-containing protein	A0A265E0Q5	UNKNOWN	DUF192 domain-containing protein	MISSING	MISSING			MBB3329403.1	YES	51.4	90.0	98.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92860_1	EHJ92860.1	ABC transporter ATP-binding protein	A0ABX4GCX1	UNKNOWN	ABC transporter ATP-binding protein	MISSING	MISSING			MBB3329402.1	YES	72.3	94.8	95.7			Csal_2675	molybdenum ABC transporter ATP-binding protein	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92861_1	EHJ92861.1	Molybdenum transport system permease	A0A265E0Q4	UNKNOWN	Part of the binding-protein-dependent transport system for molybdenum; probably responsible for the translocation of the substrate across the membrane..	MISSING	MISSING			MBB3329401.1	YES	81.9	99.5	99.5			Csal_2676	molybdate ABC transporter permease subunit	UNIPROT;HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ92862_1	EHJ92862.1	Molybdate ABC transporter substrate-binding protein	A0A265E0W2	UNKNOWN	Molybdate ABC transporter substrate-binding protein	MISSING	MISSING			MBB3329400.1	YES	63.7	91.3	95.4			Csal_2677	molybdate ABC transporter substrate-binding protein	UNIPROT;HC_RBH;HALOGEM_RBH	PROBABLE	NO
EHJ92863_1	EHJ92863.1	Pyruvate kinase (EC 2.7.1.40)	A0A265E0T5	UNKNOWN	Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_1559	pyruvate kinase	UNIPROT;EC;HALOGEM_RBH	CONFLICT	YES
EHJ92864_1	EHJ92864.1	Ureidoglycolate lyase (EC 3.5.1.116)	A0A265E1N7	UNKNOWN	Ureidoglycolate lyase (EC 3.5.1.116)	3.5.1.116	MISSING			MBB3329392.1	YES	83.9	100.0	99.4			Csal_0080	ureidoglycolate lyase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	CONFLICT	YES
EHJ92865_1	EHJ92865.1	(S)-ureidoglycine aminohydrolase	A0A265E0S8	UNKNOWN	(S)-ureidoglycine aminohydrolase	MISSING	MISSING			MBB3329391.1	YES	85.2	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ92866_1	EHJ92866.1	Allantoinase PuuE	A0A265E144	UNKNOWN	Allantoinase PuuE	MISSING	MISSING			MBB3329390.1	YES	86.9	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92867_1	EHJ92867.1	Hydantoin racemase (EC 5.1.99.5)	A0ABX4GBV9	UNKNOWN	Hydantoin racemase (EC 5.1.99.5)	5.1.99.5	MISSING			MBB3329389.1	YES	76.7	93.1	97.5			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
EHJ92868_1	EHJ92868.1	Transporter	A0ABX4GBK0	UNKNOWN	Transporter	MISSING	MISSING			MBB3329388.1	YES	91.2	91.1	100.0			Csal_0076	NCS1 family transporter	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92869_1	EHJ92869.1	Allantoin permease	A0A265E0P6	UNKNOWN	Allantoin permease	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_0075	NCS1 family nucleobase:cation symporter-1	UNIPROT;HALOGEM_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92870.1	DUF4062 domain-containing protein	A0A265E0Q9	UNKNOWN	DUF4062 domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92871.1	GntR family transcriptional regulator	A0A265E0P4	UNKNOWN	GntR family transcriptional regulator	MISSING	MISSING			MBB3329387.1	YES	76.6	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92872.1	Urate oxidase N-terminal domain-containing protein	A0A265E0V4	UNKNOWN	Urate oxidase N-terminal domain-containing protein	MISSING	MISSING			MBB3329386.1	YES	77.0	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92873_1	EHJ92873.1	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)	A0A265E0S5	UNKNOWN	Catalyzes the hydrolysis of 5-hydroxyisourate (HIU) to 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU)..	3.5.2.17	MISSING			MBB3329385.1	YES	82.1	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ92874_1	EHJ92874.1	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (EC 4.1.1.97)	A0A265E1N3	UNKNOWN	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (EC 4.1.1.97)	4.1.1.97	MISSING			MBB3329384.1	YES	65.2	93.7	90.1			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92875.1	Phasin family protein	A0ABX4GEV6	UNKNOWN	Phasin family protein	MISSING	MISSING			MBB3329381.1	YES	52.6	95.8	95.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92876.1	hypothetical protein KUC_2834	UNMAPPED	UNKNOWN	hypothetical protein KUC_2834	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92877.1	Thiol:disulfide oxidoreductase	A0ABX4GCV5	UNKNOWN	Thiol:disulfide oxidoreductase	MISSING	MISSING			MBB3329226.1	YES	53.8	97.6	90.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92878.1	Glutathione S-transferase	A0A265E132	UNKNOWN	Glutathione S-transferase	MISSING	MISSING			MBB3329380.1	YES	57.1	96.2	97.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92879_1	EHJ92879.1	L-lactate permease	A0A265E0T1	UNKNOWN	Uptake of L-lactate across the membrane. Can also transport D-lactate and glycolate..	MISSING	MISSING			MBB3329379.1	YES	78.9	99.5	100.0			Csal_2686	L-lactate permease	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92880.1	Gamma carbonic anhydrase family protein	A0A265E0M8	UNKNOWN	Gamma carbonic anhydrase family protein	MISSING	MISSING			MBB3331476.1	YES	80.3	99.4	99.4			Csal_3189	gamma carbonic anhydrase family protein	UNIPROT;HC_RBH;HALOGEM_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92881.1	Transcriptional regulator GlcC	A0A265E0N4	UNKNOWN	Transcriptional regulator GlcC	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ92882_1	EHJ92882.1	Glycolate oxidase subunit GlcD	A0A265E0Q1	UNKNOWN	Glycolate oxidase subunit GlcD	MISSING	MISSING			MBB3329378.1	YES	83.8	96.0	96.4			Csal_2687	glycolate oxidase subunit GlcD	UNIPROT;HC_RBH;HALOGEM_RBH	CONFLICT	YES
EHJ92883_1	EHJ92883.1	Glycolate oxidase subunit GlcE	A0A265E0N7	UNKNOWN	Glycolate oxidase subunit GlcE	MISSING	MISSING			MBB3329377.1	YES	62.2	97.0	98.6			Csal_2688	glycolate oxidase subunit GlcE	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92884_1	EHJ92884.1	Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14)	A0A265E0U4	UNKNOWN	Component of a complex that catalyzes the oxidation of glycolate to glyoxylate..	1.1.99.14	MISSING			MBB3329376.1	YES	81.5	99.3	100.0			Csal_2689	glycolate oxidase subunit GlcF	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92885.1	Heme-binding protein	A0A265E0R3	UNKNOWN	Heme-binding protein	MISSING	MISSING			MBB3331475.1	YES	74.2	99.2	98.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92886.1	Dienelactone hydrolase	A0ABX4GC68	UNKNOWN	Dienelactone hydrolase	MISSING	MISSING			MBB3330213.1	YES	48.1	94.8	92.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92887_1	EHJ92887.1	Cytochrome c oxidase subunit 1-like protein	UNMAPPED	UNKNOWN	Cytochrome c oxidase subunit 1-like protein	MISSING	MISSING			MBB3330214.1	YES	90.6	76.6	100.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
EHJ92888_1	EHJ92888.1	Cytochrome-c oxidase, cbb3-type subunit II	A0A265E121	UNKNOWN	Cytochrome-c oxidase, cbb3-type subunit II	MISSING	MISSING			MBB3330215.1	YES	89.6	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ92889_1	EHJ92889.1	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone	A0A265E0S2	UNKNOWN	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone	MISSING	MISSING			MBB3330216.1	YES	62.7	98.7	98.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92890_1	EHJ92890.1	Cbb3-type cytochrome c oxidase subunit	A0A265E0L6	UNKNOWN	C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex..	MISSING	MISSING			MBB3330217.1	YES	82.5	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92891.1	Cytochrome c oxidase accessory protein CcoG	A0A265E0M5	UNKNOWN	Cytochrome c oxidase accessory protein CcoG	MISSING	MISSING			MBB3330218.1	YES	78.4	99.6	99.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92892.1	Nitrogen fixation protein FixH	A0A265E0P1	UNKNOWN	Nitrogen fixation protein FixH	MISSING	MISSING			MBB3330219.1	YES	66.1	95.4	96.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92893_1	EHJ92893.1	Copper-translocating P-type ATPase	A0A265E0M7	UNKNOWN	Copper-translocating P-type ATPase	MISSING	MISSING			MBB3330220.1	YES	78.5	96.7	97.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92894.1	Cbb3-type cytochrome oxidase assembly protein CcoS	A0A265E0U1	UNKNOWN	Cbb3-type cytochrome oxidase assembly protein CcoS	MISSING	MISSING			MBB3330221.1	YES	93.1	76.3	71.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92895.1	Sulfite exporter TauE/SafE family protein	A0A265E0Q7	UNKNOWN	Sulfite exporter TauE/SafE family protein	MISSING	MISSING			MBB3330222.1	YES	81.8	97.0	97.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92896_1	EHJ92896.1	Coproporphyrinogen-III oxidase (EC 1.3.98.3)	A0A265E1L3	UNKNOWN	Coproporphyrinogen-III oxidase (EC 1.3.98.3)	1.3.98.3	MISSING			MBB3330223.1	YES	58.9	98.9	97.2			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92897.1	Transcriptional regulator FNR	A0ABX4GBK4	UNKNOWN	Transcriptional regulator FNR	MISSING	MISSING			MBB3330224.1	YES	84.3	95.5	91.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92898.1	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	A0A265E113	UNKNOWN	Catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). The sulfur atoms are provided by the cysteine/cysteine desulfurase (IscS) system..	2.8.1.-	MISSING			MBB3330225.1	YES	81.2	99.4	99.3			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92899.1	DNA polymerase III subunit epsilon	A0ABX4GC48	UNKNOWN	DNA polymerase III subunit epsilon	MISSING	MISSING			MBB3330226.1	YES	39.2	94.2	88.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92900.1	Cyclic nucleotide-binding protein	A0A265E0R4	UNKNOWN	Cyclic nucleotide-binding protein	MISSING	MISSING			MBB3330227.1	YES	78.3	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92901.1	DUF4212 domain-containing protein	A0A265E0K9	UNKNOWN	DUF4212 domain-containing protein	MISSING	MISSING			MBB3330228.1	YES	88.4	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ92902_1	EHJ92902.1	Cation acetate symporter	A0A265E0L3	UNKNOWN	Cation acetate symporter	MISSING	MISSING			MBB3330229.1	YES	91.1	100.0	100.0			Csal_0871	cation acetate symporter	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92903.1	Uncharacterized protein	A0A265E0N1	UNKNOWN	Uncharacterized protein	MISSING	MISSING			MBB3330230.1	YES	58.3	98.2	99.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92904.1	histidine kinase (EC 2.7.13.3)	A0A265E0L8	UNKNOWN	histidine kinase (EC 2.7.13.3)	2.7.13.3	MISSING			MBB3330231.1	YES	90.6	88.3	65.7			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	UNMAPPED	NO
EHJ92905_1	EHJ92905.1	DNA-binding response regulator	A0A265E0T0	UNKNOWN	DNA-binding response regulator	MISSING	MISSING			MBB3330233.1	YES	91.4	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ92906_1	EHJ92906.1	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	A0A265E0P7	UNKNOWN	Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA..	6.2.1.1	MISSING			MBB3330234.1	YES	86.6	100.0	100.0			Csal_0865	acetate--CoA ligase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92907.1	Metallopeptidase	A0ABX4GBZ4	UNKNOWN	Metallopeptidase	MISSING	MISSING			MBB3330235.1	YES	62.6	87.6	96.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92908.1	YecA family protein	A0ABX4GC31	UNKNOWN	YecA family protein	MISSING	MISSING			MBB3330236.1	YES	75.0	97.2	90.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ92909_1	EHJ92909.1	Cardiolipin synthase B	A0A265E0P0	UNKNOWN	Cardiolipin synthase B	MISSING	MISSING			MBB3330237.1	YES	63.5	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ92910.1	Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	A0A265E103	UNKNOWN	Specifically methylates the guanosine in position 1516 of 16S rRNA..	2.1.1.242	MISSING			MBB3330239.1	YES	73.9	92.1	92.4			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92911.1	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)	A0A265E0Q2	UNKNOWN	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)	MISSING	MISSING			MBB3330240.1	YES	66.4	97.9	97.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ92912_1	EHJ92912.1	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	A0A265E0J6	UNKNOWN	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism..	2.7.4.3	MISSING			MBB3330241.1	YES	84.3	99.1	99.5			Csal_0857	adenylate kinase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92913_1	EHJ92913.1	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	A0A265E0K3	UNKNOWN	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). It contains multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3)..	2.3.1.12	MISSING			MBB3330242.1	YES	76.2	100.0	100.0			Csal_0856	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92914_1	EHJ92914.1	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	A0A265E0M1	UNKNOWN	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)..	1.2.4.1	MISSING			MBB3330243.1	YES	88.6	99.9	99.9			Csal_0855	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ92915_1	EHJ92915.1	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	UNMAPPED	UNKNOWN	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	MISSING	MISSING			MBB3330244.1	YES	65.8	83.0	96.3			Csal_0854	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ92916_1	EHJ92916.1	Nicotinate-nucleotide pyrophosphorylase	UNMAPPED	UNKNOWN	Nicotinate-nucleotide pyrophosphorylase	MISSING	MISSING			MBB3330245.1	YES	77.5	83.4	93.3			Csal_0853	carboxylating nicotinate-nucleotide diphosphorylase	HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92917.1	hypothetical protein KUC_2879	UNMAPPED	UNKNOWN	hypothetical protein KUC_2879	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ92918.1	N-acetyltransferase	A0A265E0N6	UNKNOWN	N-acetyltransferase	MISSING	MISSING			MBB3330246.1	YES	68.5	95.5	96.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ92919.1	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	A0A265E1I9	UNKNOWN	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	MISSING	MISSING			MBB3330247.1	YES	67.7	95.9	95.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
